"UTC"	"LocalTime"	"GCounter..ml."	"GCounter..bar."	"GCounter...C."	"pH..pH."	"pH...C."	"RedOx..mV."	"RedOx...C."
2025-05-19 22:00:00	2025-05-20 02:00:00	4151.46486815964	1.30031422935172	24.5156669214251	11.9059095135774	36.1283971782796	-883.841689605439	109.034323872626
2025-05-19 22:10:00	2025-05-20 02:10:00	4233.80446995479	1.30021882090115	24.5156669214251	11.8805197510569	36.1233046767655	-871.398248440592	109.034323872626
2025-05-19 22:20:00	2025-05-20 02:20:00	4319.52020881755	1.30019944822554	24.5156669214251	11.8405474126014	36.1402098172948	-880.000904791466	109.034323872626
2025-05-19 22:30:00	2025-05-20 02:30:00	4408.98682537095	1.30018472499207	24.5156669214251	11.799743961101	36.124987497372	-862.127558831697	109.034323872626
2025-05-19 22:40:00	2025-05-20 02:40:00	4504.49979227473	1.30027361789787	24.5156669214251	11.7616624772192	36.1346581966481	-874.201628654084	109.034323872626
2025-05-19 22:50:00	2025-05-20 02:50:00	4595.25882518551	1.30029287987248	24.5132055090836	11.7411410798782	36.1257909236067	-866.796628886854	109.03428425467
2025-05-19 23:00:00	2025-05-20 03:00:00	4668.97697680866	1.30030682819891	24.5041803304981	11.8789300663671	36.0995161317034	-874.292946181393	109.034308025444
2025-05-19 23:10:00	2025-05-20 03:10:00	4750.90070719445	1.30039471549307	24.4767807432568	11.9396134313865	36.1354527741545	-887.486579772042	109.034323872626
2025-05-19 23:20:00	2025-05-20 03:20:00	4836.5931787304	1.30031811970127	24.468079616156	11.9435382461155	36.108024488746	-881.709174038202	109.034323872626
2025-05-19 23:30:00	2025-05-20 03:30:00	4922.88641551652	1.30029786141763	24.4360812557164	11.931285120432	36.0899348548041	-882.4118808309	109.034300101853
2025-05-19 23:40:00	2025-05-20 03:40:00	5011.9944982149	1.30041730780039	24.4172104277648	11.9059384892546	36.0994868817405	-865.617437590307	109.034052772615
2025-05-19 23:50:00	2025-05-20 03:50:00	5102.76246295523	1.30052003833162	24.4188513693258	11.8726298240659	36.1033161367229	-879.569819337135	109.034003872738
NA	2025-05-20 04:00:00	5197.42185525196	1.30056155120792	24.4172104277648	11.8295749828905	36.1318853968038	-877.812052358966	109.033480462944
2025-05-20 00:10:00	2025-05-20 04:10:00	5291.74487738956	1.30054660657245	24.4155694862038	11.7877411828836	36.1143062434713	-866.453383918614	109.032395949703
2025-05-20 00:20:00	2025-05-20 04:20:00	5390.26348482451	1.30060981684544	24.4122876030818	11.7471369668448	36.0967108112524	-867.634447048418	109.034315949035
2025-05-20 00:30:00	2025-05-20 04:30:00	5482.92183073258	1.3007135436857	24.3958781874717	11.7530228109693	36.0909119224954	-875.979935843729	109.034323872626
2025-05-20 00:40:00	2025-05-20 04:40:00	5557.53546150499	1.30078855059251	24.3501938228363	11.9827974840788	36.1359828733176	-870.346627754156	109.034323872626
2025-05-20 00:50:00	2025-05-20 04:50:00	5632.41573510756	1.30091225198695	24.339265703617	12.094354712393	36.1349980834463	-891.701507504533	109.034339946197
2025-05-20 01:00:00	2025-05-20 05:00:00	5711.34170443741	1.30087915238691	24.3203948756655	12.1142038348443	36.0971390426015	-899.2192333918	109.034323872626
2025-05-20 01:10:00	2025-05-20 05:10:00	5787.3095323519	1.30084428157081	24.3187539341045	12.1162587401288	36.1192351781239	-904.64337331398	109.034323872626
2025-05-20 01:20:00	2025-05-20 05:20:00	5863.23158856558	1.30097081281779	24.3171129925434	12.0849008739041	36.092150121367	-896.69343642321	109.034323872626
2025-05-20 01:30:00	2025-05-20 05:30:00	5940.56561638928	1.30105206735434	24.317933463324	12.0492103603551	36.0932528115162	-873.515606009051	109.034323872626
2025-05-20 01:40:00	2025-05-20 05:40:00	6020.32536939911	1.30109446583868	24.3187539341045	12.0154958397893	36.1083916928538	-870.152205488619	109.034323872626
2025-05-20 01:50:00	2025-05-20 05:50:00	6105.37678602387	1.30119287903077	24.3137897411468	11.9720867772266	36.0860857529601	-881.882747726941	109.034323872626
2025-05-20 02:00:00	2025-05-20 06:00:00	6192.0962704289	1.30134815811901	24.3055160862173	11.9316588085975	36.0860516473154	-881.676958737998	109.034323872626
2025-05-20 02:10:00	2025-05-20 06:10:00	6280.12384332449	1.30138084933468	24.2916783983479	11.8922064456896	36.086080549663	-875.417197025746	109.034323872626
2025-05-20 02:20:00	2025-05-20 06:20:00	6373.82371574969	1.30144417030867	24.2481934469812	11.8556176350447	36.0861711241985	-870.693995851663	109.034323872626
2025-05-20 02:30:00	2025-05-20 06:30:00	6469.09548465516	1.30154944696298	24.2235793235661	11.8223725340766	36.0929489018007	-877.289042528936	109.034267728323
2025-05-20 02:40:00	2025-05-20 06:40:00	6570.1806781132	1.30181302605227	24.2202974404441	11.7875682997868	36.0926113936526	-862.733016987653	109.030967778993
2025-05-20 02:50:00	2025-05-20 06:50:00	6677.13730487994	1.30190490788516	24.2202974404441	11.7564489079846	36.0860909562572	-866.871435166756	109.033577809922
2025-05-20 03:00:00	2025-05-20 07:00:00	6775.36926740542	1.30198859784379	24.2235793235661	11.7535446457103	36.0973541989356	-873.640647574586	109.034315949035
2025-05-20 03:10:00	2025-05-20 07:10:00	6847.75227741508	1.30211645750281	24.2219383820052	12.0439883931141	36.0881358891736	-883.836004382727	109.034323872626
2025-05-20 03:20:00	2025-05-20 07:20:00	6920.56783787509	1.30227693023561	24.2202974404441	12.1240040113992	36.0860857529601	-900.00400090365	109.034323872626
2025-05-20 03:30:00	2025-05-20 07:30:00	6994.51481778109	1.30245841290256	24.2202974404441	12.1221531270528	36.0861233281982	-893.198938948169	109.034323872626
2025-05-20 03:40:00	2025-05-20 07:40:00	7070.88756976787	1.30250169699492	24.2219383820052	12.0973135617087	36.0877013395352	-882.211272394065	109.034315949035
2025-05-20 03:50:00	2025-05-20 07:50:00	7147.19167339666	1.30266785920115	24.2252202651271	12.0621519777682	36.0860857529601	-884.9689555294	109.034323872626
2025-05-20 04:00:00	2025-05-20 08:00:00	7226.66249917592	1.30274180747147	24.2243997943467	12.0281177537872	36.0860857529601	-884.144165754099	109.034323872626
2025-05-20 04:10:00	2025-05-20 08:10:00	7309.19013356036	1.30286191806025	24.2309635605906	11.9874320191693	36.0860545331776	-882.209513200599	109.034323872626
2025-05-20 04:20:00	2025-05-20 08:20:00	7393.49147265643	1.30291826487102	24.2711666288353	11.9498046068047	36.0860595134763	-888.774201574806	109.034323872626
2025-05-20 04:30:00	2025-05-20 08:30:00	7482.72753640927	1.30304855995212	24.3154720509825	11.9142451311138	36.0860857529601	-881.922185583149	109.034323872626
2025-05-20 04:40:00	2025-05-20 08:40:00	7578.8483028758	1.30330137034547	24.3170992031186	11.882515067242	36.0869302611928	-868.208159418847	109.034323872626
2025-05-20 04:50:00	2025-05-20 08:50:00	7672.95575920107	1.30342062602481	24.3187539341045	11.8500206533809	36.0860857529601	-874.597566371127	109.034323872626
2025-05-20 05:00:00	2025-05-20 09:00:00	7770.3781167174	1.303426603879	24.339265703617	11.8208785577008	36.0860857529601	-861.622831688631	109.034323872626
2025-05-20 05:10:00	2025-05-20 09:10:00	7870.10156618835	1.30345793226299	24.3770073595202	11.7916644997937	36.0860857529601	-881.779490852499	109.034323872626
2025-05-20 05:20:00	2025-05-20 09:20:00	7972.36222317954	1.3034680060543	24.4065443076183	11.7618137861272	36.0862286206312	-867.756155737118	109.034323872626
2025-05-20 05:30:00	2025-05-20 09:30:00	8071.70953563042	1.30355833807314	24.4139285446428	11.7342707866959	36.0863996976057	-867.147319599911	109.034323872626
2025-05-20 05:40:00	2025-05-20 09:40:00	8139.88932127648	1.30362896531336	24.4090057199598	11.9080290136696	36.0860857529601	-883.32767070512	109.034323872626
2025-05-20 05:50:00	2025-05-20 09:50:00	8203.77330423459	1.30386287560346	24.2732488319925	12.0476748210266	36.0839761127032	-885.126464009063	109.034323872626
2025-05-20 06:00:00	2025-05-20 10:00:00	8274.40967319376	1.30402505350382	24.0603056382461	12.0789051317307	36.0833704867148	-882.1740111754	109.034043037917
