"UTC"	"LocalTime"	"GCounter..ml."	"GCounter..bar."	"GCounter...C."	"pH..pH."	"pH...C."	"RedOx..mV."	"RedOx...C."
2025-05-11 09:40:00	2025-05-11 13:40:00	2865.46328116521	1.05647327718919	21.9070108566666	5.06974336888244	83.893947906543	51.2150504011014	67.2281356633128
2025-05-11 09:50:00	2025-05-11 13:50:00	2907.6583413165	1.0564300119798	21.8466548063472	7.21623701877209	90.5628006188352	-362.651706485862	79.5316577016852
2025-05-11 10:00:00	2025-05-11 14:00:00	2990.36665340106	1.05628422276379	21.8108882580098	7.27598612464878	97.6253268935399	-342.686934394682	85.7963313900794
2025-05-11 10:10:00	2025-05-11 14:10:00	3157.89128972508	1.0562571738212	21.8131236672809	7.23194239310276	102.194659092801	-322.541214034423	89.8484611929009
2025-05-11 10:20:00	2025-05-11 14:20:00	3368.88885330677	1.05639471544053	21.7852843686275	7.20286190910626	105.243684406629	-326.000495278418	92.6029181296454
2025-05-11 10:30:00	2025-05-11 14:30:00	3577.20570666485	1.05651088373358	21.7304135242506	7.18122517651268	107.40473475294	-349.456269598285	94.4337928214267
2025-05-11 10:40:00	2025-05-11 14:40:00	3781.95545549716	1.05669371624724	21.7192364778952	7.16669285092522	108.758543305721	-344.144282139687	95.5959211459354
2025-05-11 10:50:00	2025-05-11 14:50:00	3983.54764567042	1.05672360762109	21.6402520169834	7.15713890122791	109.672918924082	-351.422791372597	96.4094011715033
2025-05-11 11:00:00	2025-05-11 15:00:00	4192.08370372386	1.05653105582637	21.6529193361862	7.1507137977787	110.035251713934	-356.350412403783	96.8575661266738
2025-05-11 11:10:00	2025-05-11 15:10:00	4415.06384166689	1.05640369656785	21.7915147109937	7.14561030320077	110.2398707609	-358.911525778881	97.2742433520635
2025-05-11 11:20:00	2025-05-11 15:20:00	4650.65119766477	1.05641625828018	21.9450128142751	7.16853798529722	110.681859489132	-417.609463204336	97.2780422563556
2025-05-11 11:30:00	2025-05-11 15:30:00	4765.8674890717	1.05635124912662	22.0746665519982	7.93036838702545	110.59588677147	-579.624328955685	97.2754625963705
2025-05-11 11:40:00	2025-05-11 15:40:00	4769.96241815935	1.05647237337464	22.1216101466911	7.94829034488468	110.887069388562	-576.097450743973	97.3685024688758
2025-05-11 11:50:00	2025-05-11 15:50:00	4771.66982382053	1.0565307268163	22.1730057749742	7.96763683152163	110.986928828355	-576.388606156667	97.6950333323726
2025-05-11 12:00:00	2025-05-11 16:00:00	4140.97714877708	1.05677834734559	22.2236938367375	7.94170046764448	111.033814713022	-573.870502224379	97.8972818749171
2025-05-11 12:10:00	2025-05-11 16:10:00	1.92689407195362	1.05714850524812	22.2646763400408	7.92209355858884	111.050590455907	-571.845098010505	97.9316556279323
2025-05-11 12:20:00	2025-05-11 16:20:00	3.00701041473472	1.05717777481606	22.2661791361894	8.00492753389522	111.106581473517	-578.785864575014	98.019379563065
2025-05-11 12:30:00	2025-05-11 16:30:00	3.00701041473472	1.05704388543965	22.2780887956673	7.99048200729928	111.135550250737	-573.87605018319	98.0347525611251
2025-05-11 12:40:00	2025-05-11 16:40:00	3.65417337377351	1.0569300964981	22.3257775267838	7.9698442609051	111.156718933335	-571.723877436549	98.033514588965
2025-05-11 12:50:00	2025-05-11 16:50:00	4.43038370857301	1.05688489267201	22.3511121651895	7.95282890075064	111.195399391515	-571.041320330504	98.036920004778
2025-05-11 13:00:00	2025-05-11 17:00:00	5.82731893527896	1.05678962537929	22.3600538022739	7.93781192338435	111.212244673544	-569.360013142472	98.0398922372059
2025-05-11 13:10:00	2025-05-11 17:10:00	6.90176525581846	1.05673340318318	22.4096961683837	7.92479858425238	111.250045925364	-568.413413436263	98.0407446085497
2025-05-11 13:20:00	2025-05-11 17:20:00	8.09021906066379	1.05665740648024	22.4509604459648	7.92631799915437	111.290608611468	-566.872578115667	98.041158708273
2025-05-11 13:30:00	2025-05-11 17:30:00	9.06669911038524	1.05667932070831	22.5291997704529	7.93570336582664	111.309047307	-570.225936191841	98.0410939750416
2025-05-11 13:40:00	2025-05-11 17:40:00	10.9503264438609	1.05667811099915	22.6028054734827	7.92265418492939	111.327970556158	-566.159205465429	98.0412730870792
2025-05-11 13:50:00	2025-05-11 17:50:00	12.2968092977195	1.05669499992588	22.6894041015476	7.95382770145406	111.361488456561	-574.890543060533	98.0413594220031
2025-05-11 14:00:00	2025-05-11 18:00:00	12.4851853703036	1.05683528766203	22.7713691081542	7.98244315602865	111.364027786635	-571.43011331572	98.0413522972764
2025-05-11 14:10:00	2025-05-11 18:10:00	12.6985501055774	1.05728980158892	22.8399216591341	7.96801270303396	111.387591424991	-568.738549190258	98.0413736714566
2025-05-11 14:20:00	2025-05-11 18:20:00	12.9466424162796	1.05700876765995	22.9129450286564	7.95501940567685	111.464366439522	-575.471658525031	98.0413736714566
2025-05-11 14:30:00	2025-05-11 18:30:00	12.9525601718514	1.05690501236974	23.0070576374644	7.95595964545993	111.511251460222	-581.925555436637	98.0413736714566
2025-05-11 14:40:00	2025-05-11 18:40:00	12.9525601718514	1.05718398979315	23.1126415902069	7.96972373283274	111.521061565638	-584.89317164081	98.0413665467299
2025-05-11 14:50:00	2025-05-11 18:50:00	12.9525601718514	1.05742394600591	23.1498984113918	7.96707602214742	111.543947542731	-587.227132424967	98.0413736714566
2025-05-11 15:00:00	2025-05-11 19:00:00	12.9525601718514	1.05766839509388	23.1558595027814	7.93271751236456	111.546424702047	-584.256410900935	98.0413736714566
2025-05-11 15:10:00	2025-05-11 19:10:00	12.9525601718514	1.05786598991181	23.1588400484761	7.94076603322931	111.49640706074	-584.390432814298	98.0413736714566
2025-05-11 15:20:00	2025-05-11 19:20:00	12.9525601718514	1.0580037102907	23.1588400484761	7.93457983712613	111.493485150242	-583.076707778458	98.0413736714566
2025-05-11 15:30:00	2025-05-11 19:30:00	12.9525601718514	1.05814995796336	23.1588400484761	7.97268038216707	111.512719170953	-588.597045364965	98.0411872071799
2025-05-11 15:40:00	2025-05-11 19:40:00	12.9525601718514	1.05812868557461	23.1573497756287	7.98006316612645	111.517005959853	-586.069702013159	98.0412163167777
2025-05-11 15:50:00	2025-05-11 19:50:00	12.9525601718514	1.05827520832127	23.1573497756287	7.95337235147564	111.513221948177	-584.969354860893	98.0413309230962
2025-05-11 16:00:00	2025-05-11 20:00:00	12.9525601718514	1.05843322176386	23.1588400484761	7.93372366642455	111.513359693267	-583.070223409075	98.0413233792679
2025-05-11 16:10:00	2025-05-11 20:10:00	12.9525601718514	1.05838257886966	23.1588400484761	7.95014006987209	111.547772541055	-584.608561592378	98.0413591166577
2025-05-11 16:20:00	2025-05-11 20:20:00	12.9525601718514	1.05837469341521	23.1588400484761	8.03746470942673	111.551747785379	-591.601730631598	98.0413665467299
2025-05-11 16:30:00	2025-05-11 20:30:00	12.9525601718514	1.05843300910161	23.1588400484761	8.01306265840616	111.55649820695	-589.832431934112	98.0413736714566
2025-05-11 16:40:00	2025-05-11 20:40:00	12.9525601718514	1.05850654554893	23.1573497756287	7.9938283705791	111.602216510075	-586.402191268201	98.0413594220031
2025-05-11 16:50:00	2025-05-11 20:50:00	12.9525601718514	1.05865050093832	23.1588400484761	7.97875220357597	111.583720018763	-586.150925991003	98.0413594220031
2025-05-11 17:00:00	2025-05-11 21:00:00	12.9525601718514	1.05867947539886	23.1588400484761	7.96640921084269	111.607618918688	-584.632391453215	98.0413736714566
2025-05-11 17:10:00	2025-05-11 21:10:00	12.9525601718514	1.05872321216366	23.1573497756287	7.95499440147382	111.603392573581	-583.070343908268	98.0413736714566
2025-05-11 17:20:00	2025-05-11 21:20:00	12.9525601718514	1.05891218799649	23.1588400484761	7.94549378105327	111.600312818436	-583.060376668054	98.0413736714566
2025-05-11 17:30:00	2025-05-11 21:30:00	12.9525601718514	1.05892484140014	23.1588400484761	7.93609597958335	111.596564949197	-580.960603282679	98.0413736714566
2025-05-11 17:40:00	2025-05-11 21:40:00	12.9525601718514	1.05899562710754	23.1588400484761	7.92759536230704	111.591873368291	-580.204444570886	98.0413736714566
2025-05-11 17:50:00	2025-05-11 21:50:00	12.9525601718514	1.0591029059646	23.1573497756287	7.91999945658599	111.593120467645	-581.202260529771	98.0413736714566
2025-05-11 18:00:00	2025-05-11 22:00:00	12.9525601718514	1.05918212727443	23.1573497756287	7.92100460601282	111.562830759184	-579.577275680419	98.0413736714566
2025-05-11 18:10:00	2025-05-11 22:10:00	12.9525601718514	1.05926318241088	23.13946650146	8.03208265239954	111.538958109134	-586.683139019679	98.0413736714566
2025-05-11 18:20:00	2025-05-11 22:20:00	12.9525601718514	1.05931012837226	23.1193478180202	8.02053784070951	111.537919857474	-585.887942961969	98.0413736714566
2025-05-11 18:30:00	2025-05-11 22:30:00	12.9525601718514	1.05942052473457	23.1007194074278	8.00839370952836	111.544508806519	-586.612978991	98.0413736714566
2025-05-11 18:40:00	2025-05-11 22:40:00	12.9525601718514	1.05957007329514	23.0828361332591	7.99733081478246	111.552718800515	-584.268424003148	98.0413736714566
2025-05-11 18:50:00	2025-05-11 22:50:00	12.9525601718514	1.05972796576682	23.0351474021426	7.98802466064399	111.542608914205	-583.066990798782	98.0413736714566
2025-05-11 19:00:00	2025-05-11 23:00:00	12.9525601718514	1.05981774544897	23.0100632297617	7.97946353063552	111.541875463733	-582.888783146317	98.0413736714566
2025-05-11 19:10:00	2025-05-11 23:10:00	12.9525601718514	1.05994545760352	23.0135384458554	7.97151817509003	111.547663281705	-580.532614386313	98.0413736714566
2025-05-11 19:20:00	2025-05-11 23:20:00	12.9525601718514	1.06002449553069	22.9919294895682	7.9640872385053	111.601104804815	-580.94736528193	98.0413736714566
2025-05-11 19:30:00	2025-05-11 23:30:00	12.9525601718514	1.06021053724093	22.9814975796365	7.95682742443499	111.594397040544	-580.204444570886	98.0413665467299
2025-05-11 19:40:00	2025-05-11 23:40:00	12.9525601718514	1.06045159374966	22.9755364882469	7.95083481555988	111.571842755958	-580.244613653527	98.0413736714566
2025-05-11 19:50:00	2025-05-11 23:50:00	12.9525601718514	1.06070906300661	22.9755364882469	7.94395406911424	111.541337867596	-579.205868645421	98.0413594220031
2025-05-11 20:00:00	NA	12.9525601718514	1.06096644057223	22.9330637120962	7.937668735253	111.500326696774	-577.358379633573	98.0413665467299
2025-05-11 20:00:00	2025-05-12 02:00:00	12.9525601718514	1.06278688025438	22.7117581942584	7.97576254087984	111.432918743126	-580.204444570886	98.0413736714566
2025-05-11 20:10:00	2025-05-12 00:10:00	12.9525601718514	1.06115807545365	22.8958068909114	7.9318527185617	111.488584712934	-577.338892234411	98.0413024241894
2025-05-11 20:20:00	2025-05-12 00:20:00	12.9525601718514	1.06129882164646	22.8905909359455	7.92677608396749	111.484688448499	-578.1135585781	98.0413736714566
2025-05-11 20:30:00	2025-05-12 00:30:00	12.9525601718514	1.06154456288873	22.8785685667564	7.92153854965786	111.505514683997	-578.833414057035	98.0413593022598
2025-05-11 20:40:00	2025-05-12 00:40:00	12.9525601718514	1.06169236083835	22.8443924776763	7.91630528093527	111.471074894579	-575.718361736335	98.0413451725497
2025-05-11 20:50:00	2025-05-12 00:50:00	12.9525601718514	1.06187730225262	22.8130967478811	7.95325514427399	111.421260920071	-577.152961895933	98.0413736714566
2025-05-11 21:00:00	2025-05-12 01:00:00	12.9525601718514	1.06196110812899	22.801174565102	8.02295582527958	111.389276252535	-582.708699062071	98.0413736714566
2025-05-11 21:10:00	2025-05-12 01:10:00	12.9525601718514	1.06209488578066	22.7892523823229	8.01494334562934	111.374029564905	-582.513780338466	98.0413522972764
2025-05-11 21:20:00	2025-05-12 01:20:00	12.9525601718514	1.06223288123355	22.7400733783589	8.0045621084337	111.391875796139	-580.33993059189	98.0413594220031
2025-05-11 21:30:00	2025-05-12 01:30:00	12.9525601718514	1.06255050000352	22.7139936035295	7.99543840683913	111.381111620166	-580.204444570886	98.0413736714566
2025-05-11 21:40:00	2025-05-12 01:40:00	12.9525601718514	1.06260973260323	22.7117581942584	7.98762830495706	111.386362401209	-580.204444570886	98.0413522972764
2025-05-11 21:50:00	2025-05-12 01:50:00	12.9525601718514	1.06273778301404	22.7117581942584	7.97989995509815	111.42709408032	-580.204444570886	98.0413299480436
2025-05-11 22:00:00	2025-05-12 02:00:00	12.9525601718514	1.06286325373934	22.6832050674345	7.97221067020256	111.441886773391	-580.191977353585	98.0413664868583
2025-05-11 22:10:00	2025-05-12 02:10:00	12.9525601718514	1.06310779991225	22.6394799611599	7.96468665566909	111.472341911602	-579.19983447977	98.0413665467299
2025-05-11 22:20:00	2025-05-12 02:20:00	12.9525601718514	1.06324460337784	22.6223418234149	7.95793923241533	111.491940437166	-577.385943004685	98.0413736714566
2025-05-11 22:30:00	2025-05-12 02:30:00	12.9525601718514	1.06328916536462	22.6223418234149	7.95098181292528	111.516195091985	-577.338892234411	98.0413594220031
2025-05-11 22:40:00	2025-05-12 02:40:00	12.9525601718514	1.0633616932073	22.6223418234149	7.94466180526689	111.476484211055	-577.338892234411	98.0413736714566
2025-05-11 22:50:00	2025-05-12 02:50:00	12.9525601718514	1.06345732726535	22.6022231399751	7.9382463714118	111.478427738031	-577.512665016189	98.0413451725497
2025-05-11 23:00:00	2025-05-12 03:00:00	12.9525601718514	1.06346961390368	22.5530441360112	7.93192040572065	111.520050139509	-579.308582226009	98.0413665467299
2025-05-11 23:10:00	2025-05-12 03:10:00	12.9525601718514	1.06362828305486	22.5374338410172	7.92630582946825	111.4831875452	-579.945405157625	98.0413664868583
2025-05-11 23:20:00	2025-05-12 03:20:00	12.9525601718514	1.06364080161832	22.5329254525714	7.92317323226138	111.496418573843	-576.111332927384	98.0413736714566
